loan_id,client_id,credit_default,housing_loan,personal_loan,credit_score
1L220861,861,no,no,no,730
1L220862,862,unknown,yes,no,371
1L220863,863,no,no,no,421
1L220864,864,no,yes,no,301
1L220865,865,unknown,yes,no,633
1L220866,866,unknown,no,no,319
1L220867,867,no,no,no,323
1L220868,868,no,no,no,520
1L220869,869,unknown,no,no,510
1L220870,870,no,no,no,304
1L220871,871,no,no,no,487
1L220872,872,no,no,no,489
1L220873,873,unknown,yes,no,658
1L220874,874,no,no,no,321
1L220875,875,no,yes,no,442
1L220876,876,no,no,no,523
1L220877,877,unknown,no,no,529
1L220878,878,no,no,no,371
1L220879,879,no,no,yes,809
1L220880,880,unknown,no,no,681
1L220881,881,no,no,no,837
1L220882,882,no,yes,yes,576
1L220883,883,no,no,no,788
1L220884,884,no,no,no,797
1L220885,885,no,yes,no,391
1L220886,886,unknown,no,no,311
1L220887,887,unknown,no,no,304
1L220888,888,no,yes,no,848
1L220889,889,unknown,yes,yes,843
1L220890,890,no,no,no,507
1L220891,891,no,yes,yes,730
1L220892,892,no,yes,no,510
1L220893,893,no,yes,yes,646
1L220894,894,unknown,no,no,354
1L220895,895,unknown,no,yes,624
1L220896,896,unknown,no,no,789
1L220897,897,unknown,unknown,unknown,461
1L220898,898,no,yes,yes,727
1L220899,899,no,no,no,679
1L220900,900,no,yes,yes,847
1L220901,901,no,yes,no,793
1L220902,902,no,yes,no,397
1L220903,903,no,yes,no,326
1L220904,904,no,yes,no,450
1L220905,905,no,yes,yes,414
1L220906,906,no,no,no,801
1L220907,907,unknown,yes,yes,429
1L220908,908,no,no,yes,676
1L220909,909,no,yes,yes,659
1L220910,910,no,no,no,388
1L220911,911,unknown,no,no,422
1L220912,912,no,no,no,665
1L220913,913,no,yes,no,621
1L220914,914,no,no,yes,562
1L220915,915,no,yes,no,402
1L220916,916,unknown,no,no,685
1L220917,917,no,no,no,370
1L220918,918,no,no,no,548
1L220919,919,no,yes,yes,389
1L220920,920,no,yes,no,844
1L220921,921,no,yes,no,431
1L220922,922,no,yes,no,548
1L220923,923,no,no,no,702
1L220924,924,no,no,no,389
1L220925,925,no,yes,no,396
1L220926,926,no,no,no,348
1L220927,927,no,yes,no,640
1L220928,928,no,yes,yes,538
1L220929,929,unknown,yes,no,490
1L220930,930,unknown,no,no,597
1L220931,931,unknown,yes,no,619
1L220932,932,unknown,no,no,392
1L220933,933,no,yes,no,665
1L220934,934,no,yes,yes,761
1L220935,935,no,yes,no,701
1L220936,936,no,no,no,660
1L220937,937,no,yes,no,568
1L220938,938,no,yes,no,429
1L220939,939,unknown,yes,no,728
1L220940,940,no,no,no,697
1L220941,941,no,yes,no,680
1L220942,942,no,yes,no,416
1L220943,943,unknown,yes,no,480
1L220944,944,no,yes,no,418
1L220945,945,no,no,no,739
1L220946,946,no,unknown,unknown,615
1L220947,947,no,yes,no,819
1L220948,948,no,yes,no,666
1L220949,949,no,yes,no,479
1L220950,950,no,no,no,418
1L220951,951,no,no,no,825
1L220952,952,no,yes,yes,609
1L220953,953,no,yes,no,589
1L220954,954,unknown,yes,no,442
1L220955,955,no,yes,yes,436
1L220956,956,no,no,no,528
1L220957,957,no,yes,yes,411
1L220958,958,no,no,no,413
1L220959,959,no,yes,no,604
1L220960,960,no,no,no,306
1L220961,961,unknown,yes,no,364
1L220962,962,no,yes,no,796
1L220963,963,unknown,yes,yes,768
1L220964,964,no,unknown,unknown,308
1L220965,965,no,yes,yes,687
1L220966,966,no,yes,no,728
1L220967,967,no,yes,no,846
1L220968,968,no,yes,no,445
1L220969,969,no,no,yes,677
1L220970,970,no,yes,no,451
1L220971,971,no,no,no,793
1L220972,972,unknown,yes,no,396
1L220973,973,no,no,no,350
1L220974,974,no,no,no,312
1L220975,975,unknown,yes,no,599
1L220976,976,unknown,yes,yes,713
1L220977,977,no,no,no,588
1L220978,978,no,yes,no,333
1L220979,979,no,no,no,409
1L220980,980,no,yes,no,352
1L220981,981,unknown,no,no,378
1L220982,982,no,no,no,746
1L220983,983,no,no,no,787
1L220984,984,unknown,no,yes,361
1L220985,985,no,yes,yes,757
1L220986,986,unknown,no,yes,583
1L220987,987,no,yes,yes,542
1L220988,988,no,yes,no,454
1L220989,989,no,yes,no,665
1L220990,990,unknown,yes,no,734
1L220991,991,no,yes,no,508
1L220992,992,unknown,yes,yes,443
1L220993,993,unknown,yes,no,784
1L220994,994,unknown,yes,no,507
1L220995,995,no,no,yes,820
1L220996,996,unknown,no,no,483
1L220997,997,no,yes,no,434
1L220998,998,unknown,yes,yes,692
1L220999,999,no,no,no,416
1L221000,1000,no,no,no,546
1L221001,1001,no,no,no,323
1L221002,1002,no,yes,no,642
1L221003,1003,no,no,no,523
1L221004,1004,unknown,no,no,753
1L221005,1005,no,no,no,519
1L221006,1006,unknown,no,no,662
1L221007,1007,no,no,no,473
1L221008,1008,no,yes,no,532
1L221009,1009,no,yes,no,748
1L221010,1010,no,yes,no,359
1L221011,1011,unknown,no,no,790
1L221012,1012,no,no,no,504
1L221013,1013,no,yes,no,673
1L221014,1014,no,yes,no,504
1L221015,1015,no,yes,no,833
1L221016,1016,unknown,yes,no,561
1L221017,1017,unknown,no,no,783
1L221018,1018,no,no,yes,627
1L221019,1019,no,yes,no,827
1L221020,1020,no,no,no,486
1L221021,1021,no,yes,no,814
1L221022,1022,no,yes,yes,663
1L221023,1023,no,no,no,687
1L221024,1024,no,yes,no,605
1L221025,1025,no,yes,yes,614
1L221026,1026,no,yes,no,382
1L221027,1027,no,yes,no,648
1L221028,1028,no,yes,no,427
1L221029,1029,no,no,no,781
1L221030,1030,no,yes,no,575
1L221031,1031,unknown,no,no,706
1L221032,1032,no,yes,no,745
1L221033,1033,no,no,yes,775
1L221034,1034,unknown,no,no,810
1L221035,1035,no,no,yes,843
1L221036,1036,no,no,no,341
1L221037,1037,unknown,no,no,691
1L221038,1038,no,no,no,641
1L221039,1039,unknown,yes,no,772
1L221040,1040,no,unknown,unknown,822
1L221041,1041,no,yes,yes,586
1L221042,1042,unknown,no,no,363
1L221043,1043,no,no,no,470
1L221044,1044,unknown,no,no,321
1L221045,1045,no,no,no,831
1L221046,1046,no,no,no,774
1L221047,1047,no,yes,yes,518
1L221048,1048,no,yes,no,704
1L221049,1049,no,yes,no,663
1L221050,1050,no,no,no,826
1L221051,1051,unknown,no,no,511
1L221052,1052,no,yes,no,758
1L221053,1053,no,no,no,671
1L221054,1054,no,yes,no,388
1L221055,1055,no,no,yes,781
1L221056,1056,no,no,no,807
1L221057,1057,unknown,yes,no,835
1L221058,1058,unknown,yes,no,666
1L221059,1059,unknown,yes,no,750
1L221060,1060,no,yes,no,637
1L221061,1061,unknown,no,yes,814
1L221062,1062,no,yes,yes,733
1L221063,1063,no,yes,no,574
1L221064,1064,no,no,no,415
1L221065,1065,no,no,no,766
1L221066,1066,unknown,yes,no,788
1L221067,1067,unknown,no,no,642
1L221068,1068,no,yes,yes,379
1L221069,1069,no,yes,no,836
1L221070,1070,no,no,no,307
1L221071,1071,no,yes,yes,534
1L221072,1072,unknown,no,no,801
1L221073,1073,no,no,yes,498
1L221074,1074,no,no,no,357
1L221075,1075,no,yes,no,407
1L221076,1076,no,yes,no,842
1L221077,1077,no,no,no,707
1L221078,1078,no,no,no,735
1L221079,1079,no,yes,no,566
1L221080,1080,no,yes,no,681
1L221081,1081,no,yes,no,312
1L221082,1082,no,no,no,353
1L221083,1083,no,yes,no,472
1L221084,1084,no,yes,no,651
1L221085,1085,no,yes,no,811
1L221086,1086,no,unknown,unknown,514
1L221087,1087,no,no,no,424
1L221088,1088,unknown,yes,no,434
1L221089,1089,no,no,no,650
1L221090,1090,no,no,no,463
1L221091,1091,no,yes,no,561
1L221092,1092,no,no,no,666
1L221093,1093,unknown,yes,no,469
1L221094,1094,no,yes,no,622
1L221095,1095,unknown,yes,no,513
1L221096,1096,no,no,yes,465
1L221097,1097,no,yes,yes,322
1L221098,1098,no,no,no,319
1L221099,1099,no,no,no,829
1L221100,1100,no,no,no,674
1L221101,1101,no,no,yes,674
1L221102,1102,unknown,no,no,763
1L221103,1103,no,yes,yes,546
1L221104,1104,unknown,no,no,833
1L221105,1105,no,yes,yes,592
1L221106,1106,no,yes,no,669
1L221107,1107,no,no,no,744
1L221108,1108,no,unknown,unknown,493
1L221109,1109,no,yes,no,565
1L221110,1110,no,no,no,443
1L221111,1111,unknown,yes,yes,444
1L221112,1112,no,yes,no,837
1L221113,1113,unknown,no,no,572
1L221114,1114,no,yes,no,799
1L221115,1115,no,no,no,744
1L221116,1116,no,yes,no,432
1L221117,1117,no,no,no,478
1L221118,1118,no,yes,no,559
1L221119,1119,no,no,yes,575
1L221120,1120,no,no,no,628
1L221121,1121,no,yes,no,362
1L221122,1122,no,no,no,625
1L221123,1123,unknown,no,no,391
1L221124,1124,unknown,yes,no,357
1L221125,1125,no,no,no,490
1L221126,1126,no,yes,no,412
1L221127,1127,no,yes,no,732
1L221128,1128,no,yes,yes,618
1L221129,1129,no,yes,yes,695
1L221130,1130,no,no,no,800
1L221131,1131,no,no,no,404
1L221132,1132,no,yes,no,707
1L221133,1133,no,yes,no,342
1L221134,1134,unknown,yes,no,507
1L221135,1135,no,yes,no,418
1L221136,1136,no,yes,no,343
1L221137,1137,no,unknown,unknown,677
1L221138,1138,no,no,no,743
1L221139,1139,no,yes,no,467
1L221140,1140,no,no,yes,339
1L221141,1141,unknown,no,no,471
1L221142,1142,no,yes,yes,609
1L221143,1143,unknown,yes,no,328
1L221144,1144,no,no,no,664
1L221145,1145,no,no,no,559
1L221146,1146,no,no,no,718
1L221147,1147,no,no,no,443
1L221148,1148,no,no,no,812
1L221149,1149,no,no,no,433
1L221150,1150,unknown,yes,no,834
1L221151,1151,no,yes,no,662
1L221152,1152,no,yes,no,757
1L221153,1153,unknown,yes,no,778
1L221154,1154,no,no,no,595
1L221155,1155,no,unknown,unknown,416
1L221156,1156,no,yes,yes,301
1L221157,1157,no,yes,no,317
1L221158,1158,no,no,no,556
1L221159,1159,unknown,yes,no,743
1L221160,1160,unknown,no,no,577
1L221161,1161,no,yes,no,840
1L221162,1162,no,no,no,629
1L221163,1163,no,yes,no,697
1L221164,1164,no,yes,no,560
1L221165,1165,unknown,no,no,419
1L221166,1166,unknown,yes,no,357
1L221167,1167,unknown,no,no,361
1L221168,1168,no,yes,yes,496
1L221169,1169,no,no,no,499
1L221170,1170,no,yes,no,343
1L221171,1171,unknown,yes,no,621
1L221172,1172,no,no,no,638
1L221173,1173,unknown,yes,no,593
1L221174,1174,no,yes,no,656
1L221175,1175,no,no,no,441
1L221176,1176,no,yes,yes,649
1L221177,1177,unknown,yes,no,780
1L221178,1178,no,no,no,786
1L221179,1179,unknown,no,no,495
1L221180,1180,no,no,no,376
1L221181,1181,no,no,yes,447
1L221182,1182,no,unknown,unknown,530
1L221183,1183,no,no,no,611
1L221184,1184,no,yes,yes,665
1L221185,1185,no,no,no,310
1L221186,1186,no,yes,yes,793
1L221187,1187,no,no,no,334
1L221188,1188,no,yes,no,614
1L221189,1189,unknown,yes,no,825
1L221190,1190,no,unknown,unknown,383
1L221191,1191,no,no,no,820
1L221192,1192,unknown,yes,no,500
1L221193,1193,unknown,yes,no,304
1L221194,1194,no,no,no,613
1L221195,1195,no,yes,no,435
1L221196,1196,unknown,no,no,366
1L221197,1197,no,no,no,455
1L221198,1198,no,yes,no,676
1L221199,1199,no,yes,no,799
1L221200,1200,no,yes,no,332
1L221201,1201,no,no,yes,744
1L221202,1202,unknown,yes,yes,461
1L221203,1203,no,no,no,486
1L221204,1204,no,yes,no,444
1L221205,1205,unknown,yes,no,385
1L221206,1206,unknown,yes,yes,396
1L221207,1207,unknown,yes,no,531
1L221208,1208,no,yes,no,774
1L221209,1209,unknown,unknown,unknown,481
1L221210,1210,no,no,no,409
1L221211,1211,no,no,no,397
1L221212,1212,no,no,yes,523
1L221213,1213,no,no,no,818
1L221214,1214,no,no,no,361
1L221215,1215,no,no,yes,443
1L221216,1216,no,yes,yes,327
1L221217,1217,unknown,no,no,784
1L221218,1218,no,yes,yes,437
1L221219,1219,no,yes,no,429
1L221220,1220,unknown,yes,yes,683
1L221221,1221,unknown,yes,no,664
1L221222,1222,unknown,yes,no,768
1L221223,1223,no,yes,yes,606
1L221224,1224,unknown,yes,no,787
1L221225,1225,no,unknown,unknown,486
1L221226,1226,unknown,no,no,535
1L221227,1227,no,yes,no,819
1L221228,1228,no,yes,no,458
1L221229,1229,no,no,no,620
1L221230,1230,no,yes,no,680
1L221231,1231,unknown,no,yes,524
1L221232,1232,no,unknown,unknown,554
1L221233,1233,no,yes,no,429
1L221234,1234,no,unknown,unknown,346
1L221235,1235,no,yes,no,578
1L221236,1236,no,unknown,unknown,718
1L221237,1237,no,yes,no,480
1L221238,1238,unknown,no,yes,840
1L221239,1239,no,yes,no,792
1L221240,1240,no,yes,no,590
1L221241,1241,unknown,no,no,595
1L221242,1242,no,no,no,382
1L221243,1243,no,yes,no,541
1L221244,1244,no,yes,no,610
1L221245,1245,unknown,yes,no,443
1L221246,1246,no,yes,no,731
1L221247,1247,no,yes,no,373
1L221248,1248,no,no,no,351
1L221249,1249,no,no,yes,594
1L221250,1250,no,no,no,809
1L221251,1251,no,yes,no,838
1L221252,1252,unknown,no,no,441
1L221253,1253,no,no,no,361
1L221254,1254,no,yes,no,719
1L221255,1255,unknown,unknown,unknown,606
1L221256,1256,no,no,no,582
1L221257,1257,no,no,no,608
1L221258,1258,no,yes,yes,388
1L221259,1259,no,no,no,316
1L221260,1260,no,no,no,796
1L221261,1261,no,yes,no,472
1L221262,1262,no,yes,no,335
1L221263,1263,no,yes,no,592
1L221264,1264,no,unknown,unknown,580
1L221265,1265,no,yes,no,787
1L221266,1266,no,no,no,438
1L221267,1267,no,yes,no,620
1L221268,1268,no,no,no,758
1L221269,1269,no,no,no,465
1L221270,1270,no,yes,no,378
1L221271,1271,no,yes,no,300
1L221272,1272,no,no,no,835
1L221273,1273,no,no,no,583
1L221274,1274,no,yes,no,399
1L221275,1275,no,no,no,699
1L221276,1276,no,no,no,785
1L221277,1277,unknown,yes,no,517
1L221278,1278,no,no,no,327
1L221279,1279,no,no,no,737
1L221280,1280,unknown,yes,no,449
1L221281,1281,no,no,no,662
1L221282,1282,no,yes,yes,412
1L221283,1283,no,no,no,706
1L221284,1284,unknown,no,no,433
1L221285,1285,no,no,no,310
1L221286,1286,no,no,no,510
1L221287,1287,no,yes,no,306
1L221288,1288,no,no,no,811
1L221289,1289,unknown,no,no,668
1L221290,1290,unknown,no,no,446
1L221291,1291,no,no,no,849
1L221292,1292,unknown,yes,no,647
1L221293,1293,no,yes,yes,527
1L221294,1294,no,yes,yes,455
1L221295,1295,no,no,no,586
1L221296,1296,no,yes,no,801
1L221297,1297,unknown,yes,no,767
1L221298,1298,no,unknown,unknown,389
1L221299,1299,no,unknown,unknown,660
1L221300,1300,no,yes,no,802
1L221301,1301,no,unknown,unknown,627
1L221302,1302,no,no,no,623
1L221303,1303,unknown,yes,no,604
1L221304,1304,no,yes,no,358
1L221305,1305,no,no,yes,766
1L221306,1306,no,yes,yes,454
1L221307,1307,no,unknown,unknown,583
1L221308,1308,no,yes,no,849
1L221309,1309,no,no,no,310
1L221310,1310,no,no,yes,635
1L221311,1311,no,yes,yes,399
1L221312,1312,unknown,no,no,447
1L221313,1313,no,no,no,796
1L221314,1314,no,no,no,688
1L221315,1315,no,no,no,511
1L221316,1316,no,yes,yes,562
1L221317,1317,no,no,no,693
1L221318,1318,no,yes,no,805
1L221319,1319,no,yes,no,574
1L221320,1320,no,no,no,481
1L221321,1321,no,no,no,597
1L221322,1322,no,no,no,545
1L221323,1323,unknown,no,no,806
1L221324,1324,no,no,no,580
1L221325,1325,unknown,yes,no,759
1L221326,1326,no,no,yes,506
1L221327,1327,no,no,no,327
1L221328,1328,no,no,no,744
1L221329,1329,no,yes,no,668
1L221330,1330,unknown,yes,no,571
1L221331,1331,unknown,yes,no,786
1L221332,1332,no,yes,yes,389
1L221333,1333,no,yes,yes,534
1L221334,1334,unknown,no,no,472
1L221335,1335,no,yes,no,341
1L221336,1336,no,no,no,524
1L221337,1337,no,no,no,490
1L221338,1338,no,yes,no,806
1L221339,1339,unknown,no,yes,520
1L221340,1340,unknown,yes,no,357
1L221341,1341,no,yes,no,767
1L221342,1342,no,no,no,778
1L221343,1343,no,yes,yes,627
1L221344,1344,no,yes,no,748
1L221345,1345,no,yes,no,695
1L221346,1346,no,yes,no,350
1L221347,1347,no,unknown,unknown,507
1L221348,1348,no,yes,no,543
1L221349,1349,no,yes,no,805
1L221350,1350,unknown,yes,no,644
1L221351,1351,unknown,yes,no,722
1L221352,1352,no,yes,no,505
1L221353,1353,no,no,no,786
1L221354,1354,no,yes,no,577
1L221355,1355,no,no,no,398
1L221356,1356,no,yes,no,792
1L221357,1357,unknown,no,yes,633
1L221358,1358,no,yes,no,462
1L221359,1359,no,no,no,391
1L221360,1360,unknown,yes,yes,505
1L221361,1361,no,no,no,329
1L221362,1362,no,yes,no,782
1L221363,1363,no,yes,no,325
1L221364,1364,no,no,no,442
1L221365,1365,no,yes,yes,401
1L221366,1366,no,yes,yes,537
1L221367,1367,no,yes,no,329
1L221368,1368,no,no,no,463
1L221369,1369,no,yes,no,486
1L221370,1370,no,no,no,613
1L221371,1371,unknown,yes,yes,636
1L221372,1372,no,no,no,658
1L221373,1373,no,yes,no,609
1L221374,1374,no,no,no,753
1L221375,1375,no,yes,no,416
1L221376,1376,no,yes,no,485
1L221377,1377,no,no,no,591
1L221378,1378,no,yes,yes,711
1L221379,1379,no,no,no,347
1L221380,1380,no,no,no,747
1L221381,1381,unknown,no,yes,566
1L221382,1382,no,yes,no,573
1L221383,1383,no,no,no,547
1L221384,1384,unknown,no,no,338
1L221385,1385,no,yes,no,703
1L221386,1386,no,no,no,350
1L221387,1387,no,no,no,690
1L221388,1388,unknown,no,no,571
1L221389,1389,no,yes,no,669
1L221390,1390,no,yes,no,559
1L221391,1391,unknown,no,yes,635
1L221392,1392,no,no,no,788
1L221393,1393,no,yes,no,752
1L221394,1394,no,no,no,482
1L221395,1395,no,no,yes,362
1L221396,1396,no,yes,no,499
1L221397,1397,unknown,yes,no,589
1L221398,1398,no,yes,no,553
1L221399,1399,no,yes,yes,507
1L221400,1400,unknown,no,no,755
1L221401,1401,no,yes,no,628
1L221402,1402,no,yes,no,459
1L221403,1403,no,no,no,774
1L221404,1404,no,yes,no,433
1L221405,1405,no,yes,no,441
1L221406,1406,no,no,no,651
1L221407,1407,no,yes,no,524
1L221408,1408,no,no,no,488
1L221409,1409,no,yes,no,803
1L221410,1410,no,yes,yes,399
1L221411,1411,no,no,no,537
1L221412,1412,no,no,no,677
1L221413,1413,no,no,no,514
1L221414,1414,no,yes,yes,357
1L221415,1415,unknown,yes,yes,627
1L221416,1416,no,no,no,809
1L221417,1417,no,yes,no,474
1L221418,1418,no,no,yes,484
1L221419,1419,no,no,no,563
1L221420,1420,no,no,no,559
1L221421,1421,unknown,no,no,346
1L221422,1422,no,yes,no,623
1L221423,1423,unknown,yes,no,412
1L221424,1424,no,no,no,581
1L221425,1425,no,yes,no,774
1L221426,1426,no,yes,no,679
1L221427,1427,unknown,no,no,320
1L221428,1428,no,yes,no,387
1L221429,1429,no,no,yes,512
1L221430,1430,unknown,yes,yes,602
1L221431,1431,no,no,yes,712
1L221432,1432,no,unknown,unknown,653
1L221433,1433,no,unknown,unknown,730
1L221434,1434,no,yes,no,467
1L221435,1435,no,no,no,630
1L221436,1436,no,no,no,668
1L221437,1437,no,no,no,753
1L221438,1438,no,no,no,788
1L221439,1439,no,no,no,407
1L221440,1440,no,yes,no,720
1L221441,1441,unknown,yes,no,335
1L221442,1442,no,no,yes,782
1L221443,1443,no,no,yes,534
1L221444,1444,no,yes,no,740
1L221445,1445,no,no,yes,404
1L221446,1446,no,yes,no,300
1L221447,1447,no,yes,yes,547
1L221448,1448,unknown,no,no,420
1L221449,1449,unknown,no,no,454
1L221450,1450,no,yes,no,311
1L221451,1451,unknown,no,yes,820
1L221452,1452,unknown,no,no,668
1L221453,1453,no,no,no,308
1L221454,1454,no,no,no,795
1L221455,1455,no,no,no,579
1L221456,1456,no,yes,no,492
1L221457,1457,no,yes,no,498
1L221458,1458,no,no,no,782
1L221459,1459,no,yes,no,484
1L221460,1460,no,no,yes,477
1L221461,1461,no,yes,no,534
1L221462,1462,unknown,no,no,663
1L221463,1463,no,no,no,353
1L221464,1464,no,yes,no,373
1L221465,1465,no,no,no,345
1L221466,1466,no,yes,no,618
1L221467,1467,no,no,no,521
1L221468,1468,unknown,yes,no,324
1L221469,1469,no,yes,no,575
1L221470,1470,no,yes,yes,709
1L221471,1471,no,no,no,815
1L221472,1472,unknown,no,yes,807
1L221473,1473,no,yes,no,574
1L221474,1474,no,yes,yes,429
1L221475,1475,no,yes,no,595
1L221476,1476,no,yes,no,745
1L221477,1477,unknown,yes,no,416
1L221478,1478,unknown,no,no,417
1L221479,1479,no,no,no,765
1L221480,1480,no,yes,no,462
1L221481,1481,no,no,no,560
1L221482,1482,no,no,no,419
1L221483,1483,no,yes,no,600
1L221484,1484,no,no,no,543
1L221485,1485,no,no,no,793
1L221486,1486,no,no,no,721
1L221487,1487,no,no,no,714
1L221488,1488,unknown,yes,no,661
1L221489,1489,no,yes,no,781
1L221490,1490,no,yes,no,687
1L221491,1491,no,yes,no,424
1L221492,1492,no,yes,no,440
1L221493,1493,no,yes,no,844
1L221494,1494,unknown,no,yes,546
1L221495,1495,no,no,no,647
1L221496,1496,no,yes,no,835
1L221497,1497,no,no,no,546
1L221498,1498,no,yes,no,387
1L221499,1499,unknown,yes,no,519
1L221500,1500,unknown,yes,no,798
1L221501,1501,no,yes,no,688
1L221502,1502,no,yes,no,827
1L221503,1503,no,yes,no,676
1L221504,1504,no,yes,no,551
1L221505,1505,no,yes,no,809
1L221506,1506,no,no,no,714
1L221507,1507,no,yes,no,511
1L221508,1508,unknown,yes,no,672
1L221509,1509,no,yes,no,409
1L221510,1510,no,no,no,764
1L221511,1511,no,no,no,547
1L221512,1512,no,no,no,452
1L221513,1513,no,yes,no,558
1L221514,1514,no,no,no,790
1L221515,1515,no,no,no,625
1L221516,1516,no,no,no,449
1L221517,1517,no,no,no,429
1L221518,1518,no,no,no,365
1L221519,1519,no,yes,no,569
1L221520,1520,unknown,no,no,652
1L221521,1521,unknown,no,no,808
1L221522,1522,no,yes,yes,362
1L221523,1523,no,yes,no,549
1L221524,1524,no,no,no,818
1L221525,1525,unknown,yes,no,381
1L221526,1526,no,no,no,313
1L221527,1527,no,yes,no,423
1L221528,1528,no,yes,no,602
1L221529,1529,unknown,yes,no,373
1L221530,1530,no,yes,no,356
1L221531,1531,unknown,yes,no,831
1L221532,1532,no,no,yes,377
1L221533,1533,no,no,no,498
